task_id,manager_id,manager_name,team,channel,priority,requires_login,target_category,query,agent_prompt,output_path_hint,evidence_policy
agent_reach_algeria_petkovic_youtube_breakdowns,algeria_petkovic,Vladimir Petkovic,Algeria,youtube_breakdowns,3,False,external_views,Algeria Vladimir Petkovic tactical breakdown video analysis,"Use Agent-Reach to research Vladimir Petkovic (Algeria) for the World Cup project.
Channel: youtube_breakdowns. Query: Algeria Vladimir Petkovic tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/algeria_petkovic/.
Each Markdown file must start with these metadata lines:
manager_id: algeria_petkovic
manager_name: Vladimir Petkovic
team: Algeria
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/algeria_petkovic/,Use captions/transcripts when available; cite the video URL.
agent_reach_algeria_petkovic_github_and_open_data,algeria_petkovic,Vladimir Petkovic,Algeria,github_and_open_data,4,False,decision_records,Algeria football open data lineups formations substitutions Vladimir Petkovic,"Use Agent-Reach to research Vladimir Petkovic (Algeria) for the World Cup project.
Channel: github_and_open_data. Query: Algeria football open data lineups formations substitutions Vladimir Petkovic
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/algeria_petkovic/.
Each Markdown file must start with these metadata lines:
manager_id: algeria_petkovic
manager_name: Vladimir Petkovic
team: Algeria
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/algeria_petkovic/,Prefer structured public data and transparent match records.
agent_reach_argentina_scaloni_web_tactical_reports,argentina_scaloni,Lionel Scaloni,Argentina,web_tactical_reports,1,False,tactical_reports,Lionel Scaloni Argentina tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Lionel Scaloni (Argentina) for the World Cup project.
Channel: web_tactical_reports. Query: Lionel Scaloni Argentina tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/argentina_scaloni/.
Each Markdown file must start with these metadata lines:
manager_id: argentina_scaloni
manager_name: Lionel Scaloni
team: Argentina
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/argentina_scaloni/,Core recurring tactical evidence from public tactical reports.
agent_reach_argentina_scaloni_press_conferences,argentina_scaloni,Lionel Scaloni,Argentina,press_conferences,2,False,press_conferences,Lionel Scaloni Argentina press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Lionel Scaloni (Argentina) for the World Cup project.
Channel: press_conferences. Query: Lionel Scaloni Argentina press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/argentina_scaloni/.
Each Markdown file must start with these metadata lines:
manager_id: argentina_scaloni
manager_name: Lionel Scaloni
team: Argentina
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/argentina_scaloni/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_argentina_scaloni_youtube_breakdowns,argentina_scaloni,Lionel Scaloni,Argentina,youtube_breakdowns,3,False,external_views,Argentina Lionel Scaloni tactical breakdown video analysis,"Use Agent-Reach to research Lionel Scaloni (Argentina) for the World Cup project.
Channel: youtube_breakdowns. Query: Argentina Lionel Scaloni tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/argentina_scaloni/.
Each Markdown file must start with these metadata lines:
manager_id: argentina_scaloni
manager_name: Lionel Scaloni
team: Argentina
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/argentina_scaloni/,Use captions/transcripts when available; cite the video URL.
agent_reach_argentina_scaloni_github_and_open_data,argentina_scaloni,Lionel Scaloni,Argentina,github_and_open_data,4,False,decision_records,Argentina football open data lineups formations substitutions Lionel Scaloni,"Use Agent-Reach to research Lionel Scaloni (Argentina) for the World Cup project.
Channel: github_and_open_data. Query: Argentina football open data lineups formations substitutions Lionel Scaloni
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/argentina_scaloni/.
Each Markdown file must start with these metadata lines:
manager_id: argentina_scaloni
manager_name: Lionel Scaloni
team: Argentina
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/argentina_scaloni/,Prefer structured public data and transparent match records.
agent_reach_austria_rangnick_web_tactical_reports,austria_rangnick,Ralf Rangnick,Austria,web_tactical_reports,1,False,tactical_reports,Ralf Rangnick Austria tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Ralf Rangnick (Austria) for the World Cup project.
Channel: web_tactical_reports. Query: Ralf Rangnick Austria tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/austria_rangnick/.
Each Markdown file must start with these metadata lines:
manager_id: austria_rangnick
manager_name: Ralf Rangnick
team: Austria
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/austria_rangnick/,Core recurring tactical evidence from public tactical reports.
agent_reach_austria_rangnick_press_conferences,austria_rangnick,Ralf Rangnick,Austria,press_conferences,2,False,press_conferences,Ralf Rangnick Austria press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Ralf Rangnick (Austria) for the World Cup project.
Channel: press_conferences. Query: Ralf Rangnick Austria press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/austria_rangnick/.
Each Markdown file must start with these metadata lines:
manager_id: austria_rangnick
manager_name: Ralf Rangnick
team: Austria
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/austria_rangnick/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_austria_rangnick_youtube_breakdowns,austria_rangnick,Ralf Rangnick,Austria,youtube_breakdowns,3,False,external_views,Austria Ralf Rangnick tactical breakdown video analysis,"Use Agent-Reach to research Ralf Rangnick (Austria) for the World Cup project.
Channel: youtube_breakdowns. Query: Austria Ralf Rangnick tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/austria_rangnick/.
Each Markdown file must start with these metadata lines:
manager_id: austria_rangnick
manager_name: Ralf Rangnick
team: Austria
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/austria_rangnick/,Use captions/transcripts when available; cite the video URL.
agent_reach_austria_rangnick_github_and_open_data,austria_rangnick,Ralf Rangnick,Austria,github_and_open_data,4,False,decision_records,Austria football open data lineups formations substitutions Ralf Rangnick,"Use Agent-Reach to research Ralf Rangnick (Austria) for the World Cup project.
Channel: github_and_open_data. Query: Austria football open data lineups formations substitutions Ralf Rangnick
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/austria_rangnick/.
Each Markdown file must start with these metadata lines:
manager_id: austria_rangnick
manager_name: Ralf Rangnick
team: Austria
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/austria_rangnick/,Prefer structured public data and transparent match records.
agent_reach_jordan_sellami_web_tactical_reports,jordan_sellami,Jamal Sellami,Jordan,web_tactical_reports,1,False,tactical_reports,Jamal Sellami Jordan tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Jamal Sellami (Jordan) for the World Cup project.
Channel: web_tactical_reports. Query: Jamal Sellami Jordan tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/jordan_sellami/.
Each Markdown file must start with these metadata lines:
manager_id: jordan_sellami
manager_name: Jamal Sellami
team: Jordan
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/jordan_sellami/,Core recurring tactical evidence from public tactical reports.
agent_reach_jordan_sellami_press_conferences,jordan_sellami,Jamal Sellami,Jordan,press_conferences,2,False,press_conferences,Jamal Sellami Jordan press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Jamal Sellami (Jordan) for the World Cup project.
Channel: press_conferences. Query: Jamal Sellami Jordan press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/jordan_sellami/.
Each Markdown file must start with these metadata lines:
manager_id: jordan_sellami
manager_name: Jamal Sellami
team: Jordan
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/jordan_sellami/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_jordan_sellami_youtube_breakdowns,jordan_sellami,Jamal Sellami,Jordan,youtube_breakdowns,3,False,external_views,Jordan Jamal Sellami tactical breakdown video analysis,"Use Agent-Reach to research Jamal Sellami (Jordan) for the World Cup project.
Channel: youtube_breakdowns. Query: Jordan Jamal Sellami tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/jordan_sellami/.
Each Markdown file must start with these metadata lines:
manager_id: jordan_sellami
manager_name: Jamal Sellami
team: Jordan
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/jordan_sellami/,Use captions/transcripts when available; cite the video URL.
agent_reach_jordan_sellami_github_and_open_data,jordan_sellami,Jamal Sellami,Jordan,github_and_open_data,4,False,decision_records,Jordan football open data lineups formations substitutions Jamal Sellami,"Use Agent-Reach to research Jamal Sellami (Jordan) for the World Cup project.
Channel: github_and_open_data. Query: Jordan football open data lineups formations substitutions Jamal Sellami
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/jordan_sellami/.
Each Markdown file must start with these metadata lines:
manager_id: jordan_sellami
manager_name: Jamal Sellami
team: Jordan
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/jordan_sellami/,Prefer structured public data and transparent match records.
agent_reach_colombia_lorenzo_web_tactical_reports,colombia_lorenzo,Nestor Lorenzo,Colombia,web_tactical_reports,1,False,tactical_reports,Nestor Lorenzo Colombia tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Nestor Lorenzo (Colombia) for the World Cup project.
Channel: web_tactical_reports. Query: Nestor Lorenzo Colombia tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/colombia_lorenzo/.
Each Markdown file must start with these metadata lines:
manager_id: colombia_lorenzo
manager_name: Nestor Lorenzo
team: Colombia
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/colombia_lorenzo/,Core recurring tactical evidence from public tactical reports.
agent_reach_colombia_lorenzo_press_conferences,colombia_lorenzo,Nestor Lorenzo,Colombia,press_conferences,2,False,press_conferences,Nestor Lorenzo Colombia press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Nestor Lorenzo (Colombia) for the World Cup project.
Channel: press_conferences. Query: Nestor Lorenzo Colombia press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/colombia_lorenzo/.
Each Markdown file must start with these metadata lines:
manager_id: colombia_lorenzo
manager_name: Nestor Lorenzo
team: Colombia
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/colombia_lorenzo/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_colombia_lorenzo_youtube_breakdowns,colombia_lorenzo,Nestor Lorenzo,Colombia,youtube_breakdowns,3,False,external_views,Colombia Nestor Lorenzo tactical breakdown video analysis,"Use Agent-Reach to research Nestor Lorenzo (Colombia) for the World Cup project.
Channel: youtube_breakdowns. Query: Colombia Nestor Lorenzo tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/colombia_lorenzo/.
Each Markdown file must start with these metadata lines:
manager_id: colombia_lorenzo
manager_name: Nestor Lorenzo
team: Colombia
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/colombia_lorenzo/,Use captions/transcripts when available; cite the video URL.
agent_reach_colombia_lorenzo_github_and_open_data,colombia_lorenzo,Nestor Lorenzo,Colombia,github_and_open_data,4,False,decision_records,Colombia football open data lineups formations substitutions Nestor Lorenzo,"Use Agent-Reach to research Nestor Lorenzo (Colombia) for the World Cup project.
Channel: github_and_open_data. Query: Colombia football open data lineups formations substitutions Nestor Lorenzo
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/colombia_lorenzo/.
Each Markdown file must start with these metadata lines:
manager_id: colombia_lorenzo
manager_name: Nestor Lorenzo
team: Colombia
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/colombia_lorenzo/,Prefer structured public data and transparent match records.
agent_reach_congo_dr_desabre_web_tactical_reports,congo_dr_desabre,Sebastien Desabre,Congo DR,web_tactical_reports,1,False,tactical_reports,Sebastien Desabre Congo DR tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Sebastien Desabre (Congo DR) for the World Cup project.
Channel: web_tactical_reports. Query: Sebastien Desabre Congo DR tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/congo_dr_desabre/.
Each Markdown file must start with these metadata lines:
manager_id: congo_dr_desabre
manager_name: Sebastien Desabre
team: Congo DR
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/congo_dr_desabre/,Core recurring tactical evidence from public tactical reports.
agent_reach_congo_dr_desabre_press_conferences,congo_dr_desabre,Sebastien Desabre,Congo DR,press_conferences,2,False,press_conferences,Sebastien Desabre Congo DR press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Sebastien Desabre (Congo DR) for the World Cup project.
Channel: press_conferences. Query: Sebastien Desabre Congo DR press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/congo_dr_desabre/.
Each Markdown file must start with these metadata lines:
manager_id: congo_dr_desabre
manager_name: Sebastien Desabre
team: Congo DR
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/congo_dr_desabre/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_congo_dr_desabre_youtube_breakdowns,congo_dr_desabre,Sebastien Desabre,Congo DR,youtube_breakdowns,3,False,external_views,Congo DR Sebastien Desabre tactical breakdown video analysis,"Use Agent-Reach to research Sebastien Desabre (Congo DR) for the World Cup project.
Channel: youtube_breakdowns. Query: Congo DR Sebastien Desabre tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/congo_dr_desabre/.
Each Markdown file must start with these metadata lines:
manager_id: congo_dr_desabre
manager_name: Sebastien Desabre
team: Congo DR
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/congo_dr_desabre/,Use captions/transcripts when available; cite the video URL.
agent_reach_congo_dr_desabre_github_and_open_data,congo_dr_desabre,Sebastien Desabre,Congo DR,github_and_open_data,4,False,decision_records,Congo DR football open data lineups formations substitutions Sebastien Desabre,"Use Agent-Reach to research Sebastien Desabre (Congo DR) for the World Cup project.
Channel: github_and_open_data. Query: Congo DR football open data lineups formations substitutions Sebastien Desabre
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/congo_dr_desabre/.
Each Markdown file must start with these metadata lines:
manager_id: congo_dr_desabre
manager_name: Sebastien Desabre
team: Congo DR
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/congo_dr_desabre/,Prefer structured public data and transparent match records.
agent_reach_portugal_martinez_web_tactical_reports,portugal_martinez,Roberto Martinez,Portugal,web_tactical_reports,1,False,tactical_reports,Roberto Martinez Portugal tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Roberto Martinez (Portugal) for the World Cup project.
Channel: web_tactical_reports. Query: Roberto Martinez Portugal tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/portugal_martinez/.
Each Markdown file must start with these metadata lines:
manager_id: portugal_martinez
manager_name: Roberto Martinez
team: Portugal
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/portugal_martinez/,Core recurring tactical evidence from public tactical reports.
agent_reach_portugal_martinez_press_conferences,portugal_martinez,Roberto Martinez,Portugal,press_conferences,2,False,press_conferences,Roberto Martinez Portugal press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Roberto Martinez (Portugal) for the World Cup project.
Channel: press_conferences. Query: Roberto Martinez Portugal press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/portugal_martinez/.
Each Markdown file must start with these metadata lines:
manager_id: portugal_martinez
manager_name: Roberto Martinez
team: Portugal
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/portugal_martinez/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_portugal_martinez_youtube_breakdowns,portugal_martinez,Roberto Martinez,Portugal,youtube_breakdowns,3,False,external_views,Portugal Roberto Martinez tactical breakdown video analysis,"Use Agent-Reach to research Roberto Martinez (Portugal) for the World Cup project.
Channel: youtube_breakdowns. Query: Portugal Roberto Martinez tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/portugal_martinez/.
Each Markdown file must start with these metadata lines:
manager_id: portugal_martinez
manager_name: Roberto Martinez
team: Portugal
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/portugal_martinez/,Use captions/transcripts when available; cite the video URL.
agent_reach_portugal_martinez_github_and_open_data,portugal_martinez,Roberto Martinez,Portugal,github_and_open_data,4,False,decision_records,Portugal football open data lineups formations substitutions Roberto Martinez,"Use Agent-Reach to research Roberto Martinez (Portugal) for the World Cup project.
Channel: github_and_open_data. Query: Portugal football open data lineups formations substitutions Roberto Martinez
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/portugal_martinez/.
Each Markdown file must start with these metadata lines:
manager_id: portugal_martinez
manager_name: Roberto Martinez
team: Portugal
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/portugal_martinez/,Prefer structured public data and transparent match records.
agent_reach_uzbekistan_cannavaro_web_tactical_reports,uzbekistan_cannavaro,Fabio Cannavaro,Uzbekistan,web_tactical_reports,1,False,tactical_reports,Fabio Cannavaro Uzbekistan tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Fabio Cannavaro (Uzbekistan) for the World Cup project.
Channel: web_tactical_reports. Query: Fabio Cannavaro Uzbekistan tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/uzbekistan_cannavaro/.
Each Markdown file must start with these metadata lines:
manager_id: uzbekistan_cannavaro
manager_name: Fabio Cannavaro
team: Uzbekistan
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/uzbekistan_cannavaro/,Core recurring tactical evidence from public tactical reports.
agent_reach_uzbekistan_cannavaro_press_conferences,uzbekistan_cannavaro,Fabio Cannavaro,Uzbekistan,press_conferences,2,False,press_conferences,Fabio Cannavaro Uzbekistan press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Fabio Cannavaro (Uzbekistan) for the World Cup project.
Channel: press_conferences. Query: Fabio Cannavaro Uzbekistan press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/uzbekistan_cannavaro/.
Each Markdown file must start with these metadata lines:
manager_id: uzbekistan_cannavaro
manager_name: Fabio Cannavaro
team: Uzbekistan
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/uzbekistan_cannavaro/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_uzbekistan_cannavaro_youtube_breakdowns,uzbekistan_cannavaro,Fabio Cannavaro,Uzbekistan,youtube_breakdowns,3,False,external_views,Uzbekistan Fabio Cannavaro tactical breakdown video analysis,"Use Agent-Reach to research Fabio Cannavaro (Uzbekistan) for the World Cup project.
Channel: youtube_breakdowns. Query: Uzbekistan Fabio Cannavaro tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/uzbekistan_cannavaro/.
Each Markdown file must start with these metadata lines:
manager_id: uzbekistan_cannavaro
manager_name: Fabio Cannavaro
team: Uzbekistan
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/uzbekistan_cannavaro/,Use captions/transcripts when available; cite the video URL.
agent_reach_uzbekistan_cannavaro_github_and_open_data,uzbekistan_cannavaro,Fabio Cannavaro,Uzbekistan,github_and_open_data,4,False,decision_records,Uzbekistan football open data lineups formations substitutions Fabio Cannavaro,"Use Agent-Reach to research Fabio Cannavaro (Uzbekistan) for the World Cup project.
Channel: github_and_open_data. Query: Uzbekistan football open data lineups formations substitutions Fabio Cannavaro
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/uzbekistan_cannavaro/.
Each Markdown file must start with these metadata lines:
manager_id: uzbekistan_cannavaro
manager_name: Fabio Cannavaro
team: Uzbekistan
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/uzbekistan_cannavaro/,Prefer structured public data and transparent match records.
agent_reach_croatia_dalic_web_tactical_reports,croatia_dalic,Zlatko Dalic,Croatia,web_tactical_reports,1,False,tactical_reports,Zlatko Dalic Croatia tactical analysis formation pressing transitions World Cup 2026,"Use Agent-Reach to research Zlatko Dalic (Croatia) for the World Cup project.
Channel: web_tactical_reports. Query: Zlatko Dalic Croatia tactical analysis formation pressing transitions World Cup 2026
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/croatia_dalic/.
Each Markdown file must start with these metadata lines:
manager_id: croatia_dalic
manager_name: Zlatko Dalic
team: Croatia
category: tactical_reports
source_url: <original URL>
source_title: <source title>
source_channel: web_tactical_reports
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/croatia_dalic/,Core recurring tactical evidence from public tactical reports.
agent_reach_croatia_dalic_press_conferences,croatia_dalic,Zlatko Dalic,Croatia,press_conferences,2,False,press_conferences,Zlatko Dalic Croatia press conference tactics lineup substitutions World Cup,"Use Agent-Reach to research Zlatko Dalic (Croatia) for the World Cup project.
Channel: press_conferences. Query: Zlatko Dalic Croatia press conference tactics lineup substitutions World Cup
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/croatia_dalic/.
Each Markdown file must start with these metadata lines:
manager_id: croatia_dalic
manager_name: Zlatko Dalic
team: Croatia
category: press_conferences
source_url: <original URL>
source_title: <source title>
source_channel: press_conferences
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/croatia_dalic/,Direct manager quotes should be separated from journalist interpretation.
agent_reach_croatia_dalic_youtube_breakdowns,croatia_dalic,Zlatko Dalic,Croatia,youtube_breakdowns,3,False,external_views,Croatia Zlatko Dalic tactical breakdown video analysis,"Use Agent-Reach to research Zlatko Dalic (Croatia) for the World Cup project.
Channel: youtube_breakdowns. Query: Croatia Zlatko Dalic tactical breakdown video analysis
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/croatia_dalic/.
Each Markdown file must start with these metadata lines:
manager_id: croatia_dalic
manager_name: Zlatko Dalic
team: Croatia
category: external_views
source_url: <original URL>
source_title: <source title>
source_channel: youtube_breakdowns
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/croatia_dalic/,Use captions/transcripts when available; cite the video URL.
agent_reach_croatia_dalic_github_and_open_data,croatia_dalic,Zlatko Dalic,Croatia,github_and_open_data,4,False,decision_records,Croatia football open data lineups formations substitutions Zlatko Dalic,"Use Agent-Reach to research Zlatko Dalic (Croatia) for the World Cup project.
Channel: github_and_open_data. Query: Croatia football open data lineups formations substitutions Zlatko Dalic
Use public sources only.
Save one Markdown file per useful source under data/raw/research_evidence/agent_reach_inbox/croatia_dalic/.
Each Markdown file must start with these metadata lines:
manager_id: croatia_dalic
manager_name: Zlatko Dalic
team: Croatia
category: decision_records
source_url: <original URL>
source_title: <source title>
source_channel: github_and_open_data
Then include source-grounded notes only. Do not invent tactical claims.",data/raw/research_evidence/agent_reach_inbox/croatia_dalic/,Prefer structured public data and transparent match records.
